panel,cutoff,seed,model,year,elapsed,auc,baseline,delta,n,n_baseline
balanced,2016,0,LogReg,2020,4,0.7206917249658485,0.7264669998952324,-0.0057752749293839,1155,6930
balanced,2016,0,LogReg,2021,5,0.6239135043459826,0.7264669998952324,-0.10255349554924986,1155,6930
balanced,2016,0,LogReg,2022,6,0.630126688356502,0.7264669998952324,-0.09634031153873046,1155,6930
balanced,2016,0,LogReg,2023,7,0.702329788102168,0.7264669998952324,-0.024137211793064495,1155,6930
balanced,2016,0,RF,2017,1,0.767900126764375,0.7173893941390975,0.0505107326252775,1155,6930
balanced,2016,0,RF,2018,2,0.7208391588438383,0.7173893941390975,0.0034497647047407876,1155,6930
balanced,2016,0,RF,2019,3,0.7237482767723581,0.7173893941390975,0.006358882633260565,1155,6930
balanced,2016,0,RF,2020,4,0.7289036304176844,0.7173893941390975,0.011514236278586831,1155,6930
balanced,2016,0,RF,2021,5,0.6381174475302099,0.7173893941390975,-0.07927194660888759,1155,6930
balanced,2016,0,RF,2022,6,0.6588996105688653,0.7173893941390975,-0.05848978357023227,1155,6930
balanced,2016,0,RF,2023,7,0.6882089328944864,0.7173893941390975,-0.029180461244611156,1155,6930
balanced,2016,0,GBM,2017,1,0.778586078707858,0.7322109998377792,0.046375078870078856,1155,6930
balanced,2016,0,GBM,2018,2,0.7399634776157731,0.7322109998377792,0.007752477777993927,1155,6930
balanced,2016,0,GBM,2019,3,0.7360216906696391,0.7322109998377792,0.0038106908318599197,1155,6930
balanced,2016,0,GBM,2020,4,0.7309527259179535,0.7322109998377792,-0.001258273919825692,1155,6930
balanced,2016,0,GBM,2021,5,0.6459190163239348,0.7322109998377792,-0.08629198351384437,1155,6930
balanced,2016,0,GBM,2022,6,0.6629171596174701,0.7322109998377792,-0.06929384022030904,1155,6930
balanced,2016,0,GBM,2023,7,0.7190126621875255,0.7322109998377792,-0.013198337650253689,1155,6930
balanced,2016,1,LogReg,2017,1,0.7324660426850208,0.7239376425974322,0.008528400087588595,1155,6930
balanced,2016,1,LogReg,2018,2,0.7131634510374956,0.7239376425974322,-0.010774191559936641,1155,6930
balanced,2016,1,LogReg,2019,3,0.7164436689474406,0.7239376425974322,-0.007493973649991603,1155,6930
balanced,2016,1,LogReg,2020,4,0.7431742568857376,0.7239376425974322,0.019236614288305365,1155,6930
balanced,2016,1,LogReg,2021,5,0.6570066365984732,0.7239376425974322,-0.06693100599895896,1155,6930
balanced,2016,1,LogReg,2022,6,0.6553012219997147,0.7239376425974322,-0.06863642059771746,1155,6930
balanced,2016,1,LogReg,2023,7,0.6986429557769009,0.7239376425974322,-0.025294686820531265,1155,6930
balanced,2016,1,RF,2017,1,0.7127565521726106,0.7244934817081952,-0.011736929535584584,1155,6930
balanced,2016,1,RF,2018,2,0.6979140880961049,0.7244934817081952,-0.026579393612090274,1155,6930
balanced,2016,1,RF,2019,3,0.7158683957879337,0.7244934817081952,-0.008625085920261455,1155,6930
balanced,2016,1,RF,2020,4,0.7321352604308701,0.7244934817081952,0.007641778722674908,1155,6930
balanced,2016,1,RF,2021,5,0.6448340019768593,0.7244934817081952,-0.07965947973133591,1155,6930
balanced,2016,1,RF,2022,6,0.6523221714519538,0.7244934817081952,-0.07217131025624135,1155,6930
balanced,2016,1,RF,2023,7,0.6792861498776837,0.7244934817081952,-0.04520733183051151,1155,6930
balanced,2016,1,GBM,2017,1,0.7429893397046683,0.7371602210637718,0.0058291186408965245,1155,6930
balanced,2016,1,GBM,2018,2,0.7174026210411357,0.7371602210637718,-0.019757600022636046,1155,6930
balanced,2016,1,GBM,2019,3,0.7221964005425092,0.7371602210637718,-0.01496382052126255,1155,6930
balanced,2016,1,GBM,2020,4,0.7411753476956641,0.7371602210637718,0.004015126631892296,1155,6930
balanced,2016,1,GBM,2021,5,0.6506669822996354,0.7371602210637718,-0.0864932387641364,1155,6930
balanced,2016,1,GBM,2022,6,0.6613678212941665,0.7371602210637718,-0.07579239976960528,1155,6930
balanced,2016,1,GBM,2023,7,0.705946881812383,0.7371602210637718,-0.031213339251388805,1155,6930
balanced,2016,2,LogReg,2017,1,0.7394457975473229,0.7236575608581423,0.015788236689180613,1155,6930
balanced,2016,2,LogReg,2018,2,0.7231757393370928,0.7236575608581423,-0.00048182152104947473,1155,6930
balanced,2016,2,LogReg,2019,3,0.7313201774290357,0.7236575608581423,0.007662616570893399,1155,6930
balanced,2016,2,LogReg,2020,4,0.7610876451953538,0.7236575608581423,0.03743008433721151,1155,6930
balanced,2016,2,LogReg,2021,5,0.6360056766445453,0.7236575608581423,-0.08765188421359693,1155,6930
balanced,2016,2,LogReg,2022,6,0.6332605878742413,0.7236575608581423,-0.09039697298390093,1155,6930
balanced,2016,2,LogReg,2023,7,0.7041068812516209,0.7236575608581423,-0.01955067960652135,1155,6930
balanced,2016,2,RF,2017,1,0.7424831574299591,0.7175544025654675,0.02492875486449153,1155,6930
balanced,2016,2,RF,2018,2,0.7159616655651024,0.7175544025654675,-0.0015927370003651076,1155,6930
balanced,2016,2,RF,2019,3,0.7254900525553002,0.7175544025654675,0.00793564998983265,1155,6930
balanced,2016,2,RF,2020,4,0.7543609373730811,0.7175544025654675,0.03680653480761353,1155,6930
balanced,2016,2,RF,2021,5,0.6514400794073978,0.7175544025654675,-0.06611432315806975,1155,6930
balanced,2016,2,RF,2022,6,0.651850979273744,0.7175544025654675,-0.06570342329172352,1155,6930
balanced,2016,2,RF,2023,7,0.6791003974401211,0.7175544025654675,-0.03845400512534647,1155,6930
balanced,2016,2,GBM,2017,1,0.7480273184349584,0.726160209696589,0.02186710873836939,1155,6930
balanced,2016,2,GBM,2018,2,0.7403724458944467,0.726160209696589,0.01421223619785772,1155,6930
balanced,2016,2,GBM,2019,3,0.7395108990030597,0.726160209696589,0.013350689306470653,1155,6930
balanced,2016,2,GBM,2020,4,0.761194257168386,0.726160209696589,0.03503404747179695,1155,6930
balanced,2016,2,GBM,2021,5,0.6562082147281034,0.726160209696589,-0.06995199496848559,1155,6930
balanced,2016,2,GBM,2022,6,0.6504529024818188,0.726160209696589,-0.07570730721477026,1155,6930
balanced,2016,2,GBM,2023,7,0.7064883676916931,0.726160209696589,-0.019671842004895912,1155,6930
balanced,2016,3,LogReg,2017,1,0.736300289622344,0.723401056054467,0.012899233567876922,1155,6930
balanced,2016,3,LogReg,2018,2,0.7321698113207548,0.723401056054467,0.008768755266287731,1155,6930
balanced,2016,3,LogReg,2019,3,0.735357280186893,0.723401056054467,0.011956224132425919,1155,6930
balanced,2016,3,LogReg,2020,4,0.7614172548718737,0.723401056054467,0.0380161988174067,1155,6930
balanced,2016,3,LogReg,2021,5,0.6289840073737488,0.723401056054467,-0.09441704868071821,1155,6930
balanced,2016,3,LogReg,2022,6,0.6712136222910217,0.723401056054467,-0.05218743376344537,1155,6930
balanced,2016,3,LogReg,2023,7,0.6990316889179089,0.723401056054467,-0.02436936713655813,1155,6930
balanced,2016,3,RF,2017,1,0.7353719209703783,0.7190094486728871,0.016362472297491215,1155,6930
balanced,2016,3,RF,2018,2,0.7249510831586303,0.7190094486728871,0.005941634485743252,1155,6930
balanced,2016,3,RF,2019,3,0.7326365964609346,0.7190094486728871,0.013627147788047522,1155,6930
balanced,2016,3,RF,2020,4,0.7618871796839035,0.7190094486728871,0.04287773101101644,1155,6930
balanced,2016,3,RF,2021,5,0.6582849565822028,0.7190094486728871,-0.06072449209068431,1155,6930
balanced,2016,3,RF,2022,6,0.6896965944272446,0.7190094486728871,-0.02931285424564245,1155,6930
balanced,2016,3,RF,2023,7,0.7173976466011864,0.7190094486728871,-0.001611802071700641,1155,6930
balanced,2016,3,GBM,2017,1,0.7474891033177531,0.7318987325702261,0.015590370747527005,1155,6930
balanced,2016,3,GBM,2018,2,0.7351991614255765,0.7318987325702261,0.0033004288553504235,1155,6930
balanced,2016,3,GBM,2019,3,0.7464993869392672,0.7318987325702261,0.014600654369041122,1155,6930
balanced,2016,3,GBM,2020,4,0.7709476177689121,0.7318987325702261,0.03904888519868599,1155,6930
balanced,2016,3,GBM,2021,5,0.657638136511376,0.7318987325702261,-0.07426059605885005,1155,6930
balanced,2016,3,GBM,2022,6,0.6940835913312693,0.7318987325702261,-0.037815141238956795,1155,6930
balanced,2016,3,GBM,2023,7,0.7206033536627721,0.7318987325702261,-0.011295378907454023,1155,6930
balanced,2016,4,LogReg,2017,1,0.734467205141692,0.7048281341320864,0.0296390710096055,1155,6930
balanced,2016,4,LogReg,2018,2,0.7175788555919619,0.7048281341320864,0.012750721459875436,1155,6930
balanced,2016,4,LogReg,2019,3,0.698626160990712,0.7048281341320864,-0.006201973141374495,1155,6930
balanced,2016,4,LogReg,2020,4,0.6974934629044218,0.7048281341320864,-0.007334671227664624,1155,6930
balanced,2016,4,LogReg,2021,5,0.6262008805093207,0.7048281341320864,-0.07862725362276579,1155,6930
balanced,2016,4,LogReg,2022,6,0.6546111111111111,0.7048281341320864,-0.050217023020975304,1155,6930
balanced,2016,4,LogReg,2023,7,0.7087209502496127,0.7048281341320864,0.003892816117526232,1155,6930
balanced,2016,4,RF,2017,1,0.7357677592281697,0.7062417492660351,0.029526009962134614,1155,6930
balanced,2016,4,RF,2018,2,0.7176280744188662,0.7062417492660351,0.011386325152831112,1155,6930
balanced,2016,4,RF,2019,3,0.7068386818290069,0.7062417492660351,0.0005969325629717748,1155,6930
balanced,2016,4,RF,2020,4,0.6871950981540023,0.7062417492660351,-0.019046651112032853,1155,6930
balanced,2016,4,RF,2021,5,0.6282221240241567,0.7062417492660351,-0.07801962524187844,1155,6930
balanced,2016,4,RF,2022,6,0.6510092592592592,0.7062417492660351,-0.05523249000677588,1155,6930
balanced,2016,4,RF,2023,7,0.6896057841280772,0.7062417492660351,-0.016635965137957953,1155,6930
balanced,2016,4,GBM,2017,1,0.7468242702846808,0.7146906813640874,0.03213358892059337,1155,6930
balanced,2016,4,GBM,2018,2,0.7239105061101658,0.7146906813640874,0.009219824746078409,1155,6930
balanced,2016,4,GBM,2019,3,0.710174669564182,0.7146906813640874,-0.004516011799905462,1155,6930
balanced,2016,4,GBM,2020,4,0.7026548413534714,0.7146906813640874,-0.012035840010615972,1155,6930
balanced,2016,4,GBM,2021,5,0.6380317016088117,0.7146906813640874,-0.07665897975527569,1155,6930
balanced,2016,4,GBM,2022,6,0.6703564814814814,0.7146906813640874,-0.04433419988260601,1155,6930
balanced,2016,4,GBM,2023,7,0.7045825443277672,0.7146906813640874,-0.010108137036320186,1155,6930
